"category","Ensembl.ID","ID","term","count","genes","logFC","adj_pval","zscore"
"BP","ENSG00000171219","GO:0006468","protein phosphorylation",8,"Q6DT37",-3.28629843422245,2e-05,-4.10747965458625
"BP","ENSG00000171219","GO:0016310","phosphorylation",8,"Q6DT37",-3.28629843422245,0.000113,-3.68802663275127
"BP","ENSG00000171219","GO:0035556","intracellular signal transduction",11,"Q6DT37",-3.28629843422245,2.72e-05,-4.03587143918865
"BP","ENSG00000171219","GO:0007165","signal transduction",22,"Q6DT37",-3.28629843422245,1.07e-06,-4.73973302271165
"BP","ENSG00000171219","GO:0007154","cell communication",24,"Q6DT37",-3.28629843422245,1.85e-07,-5.0837781908596
"BP","ENSG00000171219","GO:0023052","signaling",23,"Q6DT37",-3.28629843422245,7.11e-07,-4.82189611810161
"BP","ENSG00000171219","GO:0051716","cellular response to stimulus",25,"Q6DT37",-3.28629843422245,3.98e-06,-4.46625694816611
"BP","ENSG00000171219","GO:0050896","response to stimulus",27,"Q6DT37",-3.28629843422245,1.79e-05,-4.13303768496496
"BP","ENSG00000171219","GO:0050794","regulation of cellular process",31,"Q6DT37",-3.28629843422245,6.81e-05,-3.81496905521671
"BP","ENSG00000171219","GO:0050789","regulation of biological process",32,"Q6DT37",-3.28629843422245,3.04e-05,-4.00968423124753
"BP","ENSG00000171219","GO:0065007","biological regulation",33,"Q6DT37",-3.28629843422245,2.54e-05,-4.0519155615967
"BP","ENSG00000087076","GO:0065007","biological regulation",33,"Q9BPX1",-4.99042762365427,2.54e-05,-4.0519155615967
"BP","ENSG00000184530","GO:0032501","multicellular organismal process",24,"Q6P5S2",-11.3041134494622,3.71e-05,-3.9624002867809
"BP","ENSG00000164904","GO:0003008","system process",14,"P49419",-3.56848155838837,4.11e-06,-4.45937237985468
"BP","ENSG00000164904","GO:0032501","multicellular organismal process",24,"P49419",-3.56848155838837,3.71e-05,-3.9624002867809
"BP","ENSG00000197122","GO:0050847","progesterone receptor signaling pathway",2,"P12931",1.65324454978217,0.000161,3.5969260324504
"BP","ENSG00000197122","GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway",3,"P12931",1.65324454978217,1.39e-05,4.19077764476318
"BP","ENSG00000197122","GO:0061098","positive regulation of protein tyrosine kinase activity",3,"P12931",1.65324454978217,0.000148,3.61877574149702
"BP","ENSG00000197122","GO:0051897","positive regulation of protein kinase B signaling",4,"P12931",1.65324454978217,5.37e-05,3.87323540068342
"BP","ENSG00000197122","GO:0030100","regulation of endocytosis",5,"P12931",1.65324454978217,3.4e-05,3.98317724892482
"BP","ENSG00000197122","GO:0034329","cell junction assembly",5,"P12931",1.65324454978217,8.84e-05,3.75004902723058
"BP","ENSG00000197122","GO:0003018","vascular process in circulatory system",5,"P12931",1.65324454978217,9.16e-05,3.74112276573341
"BP","ENSG00000197122","GO:0008015","blood circulation",7,"P12931",1.65324454978217,5.54e-06,4.39494657589876
"BP","ENSG00000197122","GO:0003013","circulatory system process",7,"P12931",1.65324454978217,2.06e-05,4.10064510342505
"BP","ENSG00000197122","GO:0060627","regulation of vesicle-mediated transport",7,"P12931",1.65324454978217,3.33e-05,3.98811635019519
"BP","ENSG00000197122","GO:2000147","positive regulation of cell motility",7,"P12931",1.65324454978217,4.11e-05,3.93789367854705
"BP","ENSG00000197122","GO:0043410","positive regulation of MAPK cascade",6,"P12931",1.65324454978217,0.00016,3.59854702071633
"BP","ENSG00000197122","GO:0051272","positive regulation of cellular component movement",7,"P12931",1.65324454978217,4.76e-05,3.90251077207115
"BP","ENSG00000197122","GO:0040017","positive regulation of locomotion",7,"P12931",1.65324454978217,4.87e-05,3.89697915215863
"BP","ENSG00000197122","GO:0006468","protein phosphorylation",8,"P12931",1.65324454978217,2e-05,4.10747965458625
"BP","ENSG00000197122","GO:0045859","regulation of protein kinase activity",7,"P12931",1.65324454978217,1e-04,3.71901648545568
"BP","ENSG00000197122","GO:0051050","positive regulation of transport",9,"P12931",1.65324454978217,2.09e-05,4.09729836018954
"BP","ENSG00000197122","GO:2000145","regulation of cell motility",9,"P12931",1.65324454978217,2.95e-05,4.01677502376359
"BP","ENSG00000197122","GO:0016310","phosphorylation",8,"P12931",1.65324454978217,0.000113,3.68802663275127
"BP","ENSG00000197122","GO:0040012","regulation of locomotion",9,"P12931",1.65324454978217,4.07e-05,3.94024038711269
"BP","ENSG00000197122","GO:0030334","regulation of cell migration",8,"P12931",1.65324454978217,0.000131,3.65023548347542
"BP","ENSG00000197122","GO:0051270","regulation of cellular component movement",9,"P12931",1.65324454978217,5.32e-05,3.87551368368564
"BP","ENSG00000197122","GO:0051240","positive regulation of multicellular organismal process",11,"P12931",1.65324454978217,1.94e-05,4.11451162851497
"BP","ENSG00000197122","GO:0035556","intracellular signal transduction",11,"P12931",1.65324454978217,2.72e-05,4.03587143918865
"BP","ENSG00000197122","GO:0006952","defense response",10,"P12931",1.65324454978217,9.8e-05,3.72411702363705
"BP","ENSG00000197122","GO:0003008","system process",14,"P12931",1.65324454978217,4.11e-06,4.45937237985468
"BP","ENSG00000197122","GO:0048584","positive regulation of response to stimulus",14,"P12931",1.65324454978217,5.16e-06,4.41035771032001
"BP","ENSG00000197122","GO:0010033","response to organic substance",15,"P12931",1.65324454978217,2.04e-05,4.10290205542763
"BP","ENSG00000197122","GO:0051239","regulation of multicellular organismal process",14,"P12931",1.65324454978217,5.97e-05,3.8473547941688
"BP","ENSG00000197122","GO:0009605","response to external stimulus",13,"P12931",1.65324454978217,0.00013,3.65220321749619
"BP","ENSG00000197122","GO:0065009","regulation of molecular function",15,"P12931",1.65324454978217,9.47e-05,3.732750741875
"BP","ENSG00000197122","GO:0048583","regulation of response to stimulus",18,"P12931",1.65324454978217,1.87e-05,4.12298134388005
"BP","ENSG00000197122","GO:0007165","signal transduction",22,"P12931",1.65324454978217,1.07e-06,4.73973302271165
"BP","ENSG00000197122","GO:0007154","cell communication",24,"P12931",1.65324454978217,1.85e-07,5.0837781908596
"BP","ENSG00000197122","GO:0023052","signaling",23,"P12931",1.65324454978217,7.11e-07,4.82189611810161
"BP","ENSG00000197122","GO:0051716","cellular response to stimulus",25,"P12931",1.65324454978217,3.98e-06,4.46625694816611
"BP","ENSG00000197122","GO:0032501","multicellular organismal process",24,"P12931",1.65324454978217,3.71e-05,3.9624002867809
"BP","ENSG00000197122","GO:0050896","response to stimulus",27,"P12931",1.65324454978217,1.79e-05,4.13303768496496
"BP","ENSG00000197122","GO:0050794","regulation of cellular process",31,"P12931",1.65324454978217,6.81e-05,3.81496905521671
"BP","ENSG00000197122","GO:0050789","regulation of biological process",32,"P12931",1.65324454978217,3.04e-05,4.00968423124753
"BP","ENSG00000197122","GO:0065007","biological regulation",33,"P12931",1.65324454978217,2.54e-05,4.0519155615967
"BP","ENSG00000226979","GO:0051240","positive regulation of multicellular organismal process",11,"P01374",30,1.94e-05,4.11451162851497
"BP","ENSG00000226979","GO:0006952","defense response",10,"P01374",30,9.8e-05,3.72411702363705
"BP","ENSG00000226979","GO:0048584","positive regulation of response to stimulus",14,"P01374",30,5.16e-06,4.41035771032001
"BP","ENSG00000226979","GO:0010033","response to organic substance",15,"P01374",30,2.04e-05,4.10290205542763
"BP","ENSG00000226979","GO:0051239","regulation of multicellular organismal process",14,"P01374",30,5.97e-05,3.8473547941688
"BP","ENSG00000226979","GO:0009605","response to external stimulus",13,"P01374",30,0.00013,3.65220321749619
"BP","ENSG00000226979","GO:0048583","regulation of response to stimulus",18,"P01374",30,1.87e-05,4.12298134388005
"BP","ENSG00000226979","GO:0007165","signal transduction",22,"P01374",30,1.07e-06,4.73973302271165
"BP","ENSG00000226979","GO:0007154","cell communication",24,"P01374",30,1.85e-07,5.0837781908596
"BP","ENSG00000226979","GO:0023052","signaling",23,"P01374",30,7.11e-07,4.82189611810161
"BP","ENSG00000226979","GO:0051716","cellular response to stimulus",25,"P01374",30,3.98e-06,4.46625694816611
"BP","ENSG00000226979","GO:0032501","multicellular organismal process",24,"P01374",30,3.71e-05,3.9624002867809
"BP","ENSG00000226979","GO:0050896","response to stimulus",27,"P01374",30,1.79e-05,4.13303768496496
"BP","ENSG00000226979","GO:0050794","regulation of cellular process",31,"P01374",30,6.81e-05,3.81496905521671
"BP","ENSG00000226979","GO:0050789","regulation of biological process",32,"P01374",30,3.04e-05,4.00968423124753
"BP","ENSG00000226979","GO:0065007","biological regulation",33,"P01374",30,2.54e-05,4.0519155615967
"BP","ENSG00000140279","GO:0090303","positive regulation of wound healing",3,"Q9NRD8",-4.26675041091351,0.000156,-3.60512726197676
"BP","ENSG00000140279","GO:0061041","regulation of wound healing",4,"Q9NRD8",-4.26675041091351,7.81e-05,-3.78099948080849
"BP","ENSG00000140279","GO:1903034","regulation of response to wounding",4,"Q9NRD8",-4.26675041091351,0.000177,-3.57219622462766
"BP","ENSG00000140279","GO:2000147","positive regulation of cell motility",7,"Q9NRD8",-4.26675041091351,4.11e-05,-3.93789367854705
"BP","ENSG00000140279","GO:0051272","positive regulation of cellular component movement",7,"Q9NRD8",-4.26675041091351,4.76e-05,-3.90251077207115
"BP","ENSG00000140279","GO:0040017","positive regulation of locomotion",7,"Q9NRD8",-4.26675041091351,4.87e-05,-3.89697915215863
"BP","ENSG00000140279","GO:2000145","regulation of cell motility",9,"Q9NRD8",-4.26675041091351,2.95e-05,-4.01677502376359
"BP","ENSG00000140279","GO:0040012","regulation of locomotion",9,"Q9NRD8",-4.26675041091351,4.07e-05,-3.94024038711269
"BP","ENSG00000140279","GO:0051270","regulation of cellular component movement",9,"Q9NRD8",-4.26675041091351,5.32e-05,-3.87551368368564
"BP","ENSG00000140279","GO:0006952","defense response",10,"Q9NRD8",-4.26675041091351,9.8e-05,-3.72411702363705
"BP","ENSG00000140279","GO:0048584","positive regulation of response to stimulus",14,"Q9NRD8",-4.26675041091351,5.16e-06,-4.41035771032001
"BP","ENSG00000140279","GO:0010033","response to organic substance",15,"Q9NRD8",-4.26675041091351,2.04e-05,-4.10290205542763
"BP","ENSG00000140279","GO:0009605","response to external stimulus",13,"Q9NRD8",-4.26675041091351,0.00013,-3.65220321749619
"BP","ENSG00000140279","GO:0048583","regulation of response to stimulus",18,"Q9NRD8",-4.26675041091351,1.87e-05,-4.12298134388005
"BP","ENSG00000140279","GO:0007165","signal transduction",22,"Q9NRD8",-4.26675041091351,1.07e-06,-4.73973302271165
"BP","ENSG00000140279","GO:0007154","cell communication",24,"Q9NRD8",-4.26675041091351,1.85e-07,-5.0837781908596
"BP","ENSG00000140279","GO:0023052","signaling",23,"Q9NRD8",-4.26675041091351,7.11e-07,-4.82189611810161
"BP","ENSG00000140279","GO:0051716","cellular response to stimulus",25,"Q9NRD8",-4.26675041091351,3.98e-06,-4.46625694816611
"BP","ENSG00000140279","GO:0032501","multicellular organismal process",24,"Q9NRD8",-4.26675041091351,3.71e-05,-3.9624002867809
"BP","ENSG00000140279","GO:0050896","response to stimulus",27,"Q9NRD8",-4.26675041091351,1.79e-05,-4.13303768496496
"BP","ENSG00000140279","GO:0050794","regulation of cellular process",31,"Q9NRD8",-4.26675041091351,6.81e-05,-3.81496905521671
"BP","ENSG00000140279","GO:0050789","regulation of biological process",32,"Q9NRD8",-4.26675041091351,3.04e-05,-4.00968423124753
"BP","ENSG00000140279","GO:0065007","biological regulation",33,"Q9NRD8",-4.26675041091351,2.54e-05,-4.0519155615967
"BP","ENSG00000108381","GO:0051240","positive regulation of multicellular organismal process",11,"P45381",-5.46677210694073,1.94e-05,-4.11451162851497
"BP","ENSG00000108381","GO:0051239","regulation of multicellular organismal process",14,"P45381",-5.46677210694073,5.97e-05,-3.8473547941688
"BP","ENSG00000108381","GO:0032501","multicellular organismal process",24,"P45381",-5.46677210694073,3.71e-05,-3.9624002867809
"BP","ENSG00000108381","GO:0050794","regulation of cellular process",31,"P45381",-5.46677210694073,6.81e-05,-3.81496905521671
"BP","ENSG00000108381","GO:0050789","regulation of biological process",32,"P45381",-5.46677210694073,3.04e-05,-4.00968423124753
"BP","ENSG00000108381","GO:0065007","biological regulation",33,"P45381",-5.46677210694073,2.54e-05,-4.0519155615967
"BP","ENSG00000079112","GO:0007165","signal transduction",22,"Q12864",-11.4592138890533,1.07e-06,-4.73973302271165
"BP","ENSG00000079112","GO:0007154","cell communication",24,"Q12864",-11.4592138890533,1.85e-07,-5.0837781908596
"BP","ENSG00000079112","GO:0023052","signaling",23,"Q12864",-11.4592138890533,7.11e-07,-4.82189611810161
"BP","ENSG00000079112","GO:0051716","cellular response to stimulus",25,"Q12864",-11.4592138890533,3.98e-06,-4.46625694816611
"BP","ENSG00000079112","GO:0032501","multicellular organismal process",24,"Q12864",-11.4592138890533,3.71e-05,-3.9624002867809
"BP","ENSG00000079112","GO:0050896","response to stimulus",27,"Q12864",-11.4592138890533,1.79e-05,-4.13303768496496
"BP","ENSG00000079112","GO:0050794","regulation of cellular process",31,"Q12864",-11.4592138890533,6.81e-05,-3.81496905521671
"BP","ENSG00000079112","GO:0050789","regulation of biological process",32,"Q12864",-11.4592138890533,3.04e-05,-4.00968423124753
"BP","ENSG00000079112","GO:0065007","biological regulation",33,"Q12864",-11.4592138890533,2.54e-05,-4.0519155615967
"BP","ENSG00000101856","GO:0050896","response to stimulus",27,"O00264",2.92282364198671,1.79e-05,4.13303768496496
"BP","ENSG00000138798","GO:0048260","positive regulation of receptor-mediated endocytosis",3,"P01133",2.91835284623184,0.000141,3.63129739145839
"BP","ENSG00000138798","GO:0061098","positive regulation of protein tyrosine kinase activity",3,"P01133",2.91835284623184,0.000148,3.61877574149702
"BP","ENSG00000138798","GO:0045807","positive regulation of endocytosis",4,"P01133",2.91835284623184,3.68e-05,3.96433770262037
"BP","ENSG00000138798","GO:0051897","positive regulation of protein kinase B signaling",4,"P01133",2.91835284623184,5.37e-05,3.87323540068342
"BP","ENSG00000138798","GO:0030100","regulation of endocytosis",5,"P01133",2.91835284623184,3.4e-05,3.98317724892482
"BP","ENSG00000138798","GO:0060627","regulation of vesicle-mediated transport",7,"P01133",2.91835284623184,3.33e-05,3.98811635019519
"BP","ENSG00000138798","GO:2000147","positive regulation of cell motility",7,"P01133",2.91835284623184,4.11e-05,3.93789367854705
"BP","ENSG00000138798","GO:0043410","positive regulation of MAPK cascade",6,"P01133",2.91835284623184,0.00016,3.59854702071633
"BP","ENSG00000138798","GO:0051272","positive regulation of cellular component movement",7,"P01133",2.91835284623184,4.76e-05,3.90251077207115
"BP","ENSG00000138798","GO:0040017","positive regulation of locomotion",7,"P01133",2.91835284623184,4.87e-05,3.89697915215863
"BP","ENSG00000138798","GO:0006468","protein phosphorylation",8,"P01133",2.91835284623184,2e-05,4.10747965458625
"BP","ENSG00000138798","GO:0045859","regulation of protein kinase activity",7,"P01133",2.91835284623184,1e-04,3.71901648545568
"BP","ENSG00000138798","GO:0051050","positive regulation of transport",9,"P01133",2.91835284623184,2.09e-05,4.09729836018954
"BP","ENSG00000138798","GO:2000145","regulation of cell motility",9,"P01133",2.91835284623184,2.95e-05,4.01677502376359
"BP","ENSG00000138798","GO:0016310","phosphorylation",8,"P01133",2.91835284623184,0.000113,3.68802663275127
"BP","ENSG00000138798","GO:0040012","regulation of locomotion",9,"P01133",2.91835284623184,4.07e-05,3.94024038711269
"BP","ENSG00000138798","GO:0030334","regulation of cell migration",8,"P01133",2.91835284623184,0.000131,3.65023548347542
"BP","ENSG00000138798","GO:0051270","regulation of cellular component movement",9,"P01133",2.91835284623184,5.32e-05,3.87551368368564
"BP","ENSG00000138798","GO:0051240","positive regulation of multicellular organismal process",11,"P01133",2.91835284623184,1.94e-05,4.11451162851497
"BP","ENSG00000138798","GO:0035556","intracellular signal transduction",11,"P01133",2.91835284623184,2.72e-05,4.03587143918865
"BP","ENSG00000138798","GO:0048584","positive regulation of response to stimulus",14,"P01133",2.91835284623184,5.16e-06,4.41035771032001
"BP","ENSG00000138798","GO:0051239","regulation of multicellular organismal process",14,"P01133",2.91835284623184,5.97e-05,3.8473547941688
"BP","ENSG00000138798","GO:0065009","regulation of molecular function",15,"P01133",2.91835284623184,9.47e-05,3.732750741875
"BP","ENSG00000138798","GO:0048583","regulation of response to stimulus",18,"P01133",2.91835284623184,1.87e-05,4.12298134388005
"BP","ENSG00000138798","GO:0007165","signal transduction",22,"P01133",2.91835284623184,1.07e-06,4.73973302271165
"BP","ENSG00000138798","GO:0007154","cell communication",24,"P01133",2.91835284623184,1.85e-07,5.0837781908596
"BP","ENSG00000138798","GO:0023052","signaling",23,"P01133",2.91835284623184,7.11e-07,4.82189611810161
"BP","ENSG00000138798","GO:0051716","cellular response to stimulus",25,"P01133",2.91835284623184,3.98e-06,4.46625694816611
"BP","ENSG00000138798","GO:0032501","multicellular organismal process",24,"P01133",2.91835284623184,3.71e-05,3.9624002867809
"BP","ENSG00000138798","GO:0050896","response to stimulus",27,"P01133",2.91835284623184,1.79e-05,4.13303768496496
"BP","ENSG00000138798","GO:0050794","regulation of cellular process",31,"P01133",2.91835284623184,6.81e-05,3.81496905521671
"BP","ENSG00000138798","GO:0050789","regulation of biological process",32,"P01133",2.91835284623184,3.04e-05,4.00968423124753
"BP","ENSG00000138798","GO:0065007","biological regulation",33,"P01133",2.91835284623184,2.54e-05,4.0519155615967
"BP","ENSG00000005249","GO:0045859","regulation of protein kinase activity",7,"P31323",2.5832182087374,1e-04,3.71901648545568
"BP","ENSG00000005249","GO:0035556","intracellular signal transduction",11,"P31323",2.5832182087374,2.72e-05,4.03587143918865
"BP","ENSG00000005249","GO:0003008","system process",14,"P31323",2.5832182087374,4.11e-06,4.45937237985468
"BP","ENSG00000005249","GO:0010033","response to organic substance",15,"P31323",2.5832182087374,2.04e-05,4.10290205542763
"BP","ENSG00000005249","GO:0065009","regulation of molecular function",15,"P31323",2.5832182087374,9.47e-05,3.732750741875
"BP","ENSG00000005249","GO:0048583","regulation of response to stimulus",18,"P31323",2.5832182087374,1.87e-05,4.12298134388005
"BP","ENSG00000005249","GO:0007165","signal transduction",22,"P31323",2.5832182087374,1.07e-06,4.73973302271165
"BP","ENSG00000005249","GO:0007154","cell communication",24,"P31323",2.5832182087374,1.85e-07,5.0837781908596
"BP","ENSG00000005249","GO:0023052","signaling",23,"P31323",2.5832182087374,7.11e-07,4.82189611810161
"BP","ENSG00000005249","GO:0051716","cellular response to stimulus",25,"P31323",2.5832182087374,3.98e-06,4.46625694816611
"BP","ENSG00000005249","GO:0032501","multicellular organismal process",24,"P31323",2.5832182087374,3.71e-05,3.9624002867809
"BP","ENSG00000005249","GO:0050896","response to stimulus",27,"P31323",2.5832182087374,1.79e-05,4.13303768496496
"BP","ENSG00000005249","GO:0050794","regulation of cellular process",31,"P31323",2.5832182087374,6.81e-05,3.81496905521671
"BP","ENSG00000005249","GO:0050789","regulation of biological process",32,"P31323",2.5832182087374,3.04e-05,4.00968423124753
"BP","ENSG00000005249","GO:0065007","biological regulation",33,"P31323",2.5832182087374,2.54e-05,4.0519155615967
"BP","ENSG00000144746","GO:0043410","positive regulation of MAPK cascade",6,"O75915",2.01243327261211,0.00016,3.59854702071633
"BP","ENSG00000144746","GO:0035556","intracellular signal transduction",11,"O75915",2.01243327261211,2.72e-05,4.03587143918865
"BP","ENSG00000144746","GO:0003008","system process",14,"O75915",2.01243327261211,4.11e-06,4.45937237985468
"BP","ENSG00000144746","GO:0048584","positive regulation of response to stimulus",14,"O75915",2.01243327261211,5.16e-06,4.41035771032001
"BP","ENSG00000144746","GO:0010033","response to organic substance",15,"O75915",2.01243327261211,2.04e-05,4.10290205542763
"BP","ENSG00000144746","GO:0065009","regulation of molecular function",15,"O75915",2.01243327261211,9.47e-05,3.732750741875
"BP","ENSG00000144746","GO:0048583","regulation of response to stimulus",18,"O75915",2.01243327261211,1.87e-05,4.12298134388005
"BP","ENSG00000144746","GO:0007165","signal transduction",22,"O75915",2.01243327261211,1.07e-06,4.73973302271165
"BP","ENSG00000144746","GO:0007154","cell communication",24,"O75915",2.01243327261211,1.85e-07,5.0837781908596
"BP","ENSG00000144746","GO:0023052","signaling",23,"O75915",2.01243327261211,7.11e-07,4.82189611810161
"BP","ENSG00000144746","GO:0051716","cellular response to stimulus",25,"O75915",2.01243327261211,3.98e-06,4.46625694816611
"BP","ENSG00000144746","GO:0032501","multicellular organismal process",24,"O75915",2.01243327261211,3.71e-05,3.9624002867809
"BP","ENSG00000144746","GO:0050896","response to stimulus",27,"O75915",2.01243327261211,1.79e-05,4.13303768496496
"BP","ENSG00000144746","GO:0050794","regulation of cellular process",31,"O75915",2.01243327261211,6.81e-05,3.81496905521671
"BP","ENSG00000144746","GO:0050789","regulation of biological process",32,"O75915",2.01243327261211,3.04e-05,4.00968423124753
"BP","ENSG00000144746","GO:0065007","biological regulation",33,"O75915",2.01243327261211,2.54e-05,4.0519155615967
"BP","ENSG00000082175","GO:0050847","progesterone receptor signaling pathway",2,"P06401",-4.59872724403339,0.000161,-3.5969260324504
"BP","ENSG00000082175","GO:0010033","response to organic substance",15,"P06401",-4.59872724403339,2.04e-05,-4.10290205542763
"BP","ENSG00000082175","GO:0007165","signal transduction",22,"P06401",-4.59872724403339,1.07e-06,-4.73973302271165
"BP","ENSG00000082175","GO:0007154","cell communication",24,"P06401",-4.59872724403339,1.85e-07,-5.0837781908596
"BP","ENSG00000082175","GO:0023052","signaling",23,"P06401",-4.59872724403339,7.11e-07,-4.82189611810161
"BP","ENSG00000082175","GO:0051716","cellular response to stimulus",25,"P06401",-4.59872724403339,3.98e-06,-4.46625694816611
"BP","ENSG00000082175","GO:0032501","multicellular organismal process",24,"P06401",-4.59872724403339,3.71e-05,-3.9624002867809
"BP","ENSG00000082175","GO:0050896","response to stimulus",27,"P06401",-4.59872724403339,1.79e-05,-4.13303768496496
"BP","ENSG00000082175","GO:0050794","regulation of cellular process",31,"P06401",-4.59872724403339,6.81e-05,-3.81496905521671
"BP","ENSG00000082175","GO:0050789","regulation of biological process",32,"P06401",-4.59872724403339,3.04e-05,-4.00968423124753
"BP","ENSG00000082175","GO:0065007","biological regulation",33,"P06401",-4.59872724403339,2.54e-05,-4.0519155615967
"BP","ENSG00000197959","GO:0007416","synapse assembly",4,"Q9UQ16",2.35326718717043,3.05e-05,4.00890867377941
"BP","ENSG00000197959","GO:0034329","cell junction assembly",5,"Q9UQ16",2.35326718717043,8.84e-05,3.75004902723058
"BP","ENSG00000197959","GO:0051050","positive regulation of transport",9,"Q9UQ16",2.35326718717043,2.09e-05,4.09729836018954
"BP","ENSG00000197959","GO:0032501","multicellular organismal process",24,"Q9UQ16",2.35326718717043,3.71e-05,3.9624002867809
"BP","ENSG00000197959","GO:0050794","regulation of cellular process",31,"Q9UQ16",2.35326718717043,6.81e-05,3.81496905521671
"BP","ENSG00000197959","GO:0050789","regulation of biological process",32,"Q9UQ16",2.35326718717043,3.04e-05,4.00968423124753
"BP","ENSG00000197959","GO:0065007","biological regulation",33,"Q9UQ16",2.35326718717043,2.54e-05,4.0519155615967
"BP","ENSG00000198900","GO:0006468","protein phosphorylation",8,"P11387",1.01679740351605,2e-05,4.10747965458625
"BP","ENSG00000198900","GO:0016310","phosphorylation",8,"P11387",1.01679740351605,0.000113,3.68802663275127
"BP","ENSG00000198900","GO:0032501","multicellular organismal process",24,"P11387",1.01679740351605,3.71e-05,3.9624002867809
"BP","ENSG00000198900","GO:0050896","response to stimulus",27,"P11387",1.01679740351605,1.79e-05,4.13303768496496
